real:guess:accuracy (bestProg)
['G']:['G']:1.0:[3.0]
['G', 'E', 'E', 'D']:['G', 'E', 'E', 'D']:1.0:[0, 0, 0, 0]
['G', 'D', 'D', 'E']:['G', 'D', 'D', 'E']:1.0:[0, 0, 0, 0]
['C', 'C', 'C', 'F', 'G']:['E', 'C', 'C', 'F', 'G']:0.8:[0, 0, 0, 0, 0]
['D', 'G']:['D', 'G']:1.0:[0, 0]
['D', 'E', 'F']:['D', 'E', 'F']:1.0:[0, 0, 0]
['G', 'A', 'D', 'D']:['G', 'A', 'D', 'D']:1.0:[0, 0, 0, 0]
['G', 'G']:['G', 'G']:1.0:[0, 0]
['G', 'G', 'A', 'A', 'G', 'G']:['G', 'G', 'A', 'F', 'G', 'G']:0.833333333333:[3.0, 6.0, 4.0, 5.0, 4.0, 7.0]
['G', 'G', 'G', 'D', 'G']:['G', 'G', 'G', 'D', 'G']:1.0:[0, 0, 0, 0, 0]
['D', 'E']:['D', 'E']:1.0:[0, 0]
['E', 'B', 'B', 'A']:['E', 'B', 'B', 'E']:0.75:[0, 0, 0, 0]
['G', 'G', 'G', 'D', 'D']:['G', 'G', 'G', 'D', 'D']:1.0:[0, 0, 0, 0, 0]
['G', 'G', 'G', 'G']:['G', 'G', 'G', 'G']:1.0:[0, 0, 0, 0]
['C', 'G']:['C', 'G']:1.0:[0, 0]
['D', 'D', 'G', 'G', 'F']:['D', 'D', 'G', 'G', 'D']:0.8:[0, 0, 0, 0, 0]
['G', 'G', 'D', 'D']:['G', 'G', 'D', 'D']:1.0:[0, 0, 0, 0]
['E', 'E', 'C', 'F', 'G', 'G']:['E', 'E', 'C', 'F', 'G', 'G']:1.0:[7.0, 6.0, 3.0, 8.0, 7.0, 3.0]
['D', 'G']:['D', 'G']:1.0:[0, 0]
['D', 'D', 'C', 'C']:['D', 'D', 'G', 'C']:0.75:[0, 0, 0, 0]
['E', 'E', 'A', 'D', 'D']:['E', 'G', 'A', 'D', 'D']:0.8:[0, 0, 0, 0, 0]
['G']:['G']:1.0:[3.0]
['A', 'A']:['A', 'A']:1.0:[0, 0]
['F', 'A', 'A', 'D', 'D', 'B']:['F', 'A', 'A', 'D', 'D', 'B']:1.0:[3.0, 4.0, 7.0, 5.0, 8.0, 5.0]
['E', 'B', 'B', 'E', 'E']:['F', 'B', 'B', 'E', 'E']:0.8:[0, 0, 0, 0, 0]
['A', 'B', 'B', 'A', 'C', 'F']:['A', 'G', 'B', 'A', 'C', 'F']:0.833333333333:[3.0, 4.0, 3.0, 4.0, 6.0, 6.0]
['E', 'B', 'B', 'E', 'C', 'C']:['E', 'B', 'B', 'E', 'C', 'C']:1.0:[5.0, 3.0, 6.0, 3.0, 3.0, 6.0]
['D', 'D', 'A', 'A', 'E', 'A', 'A']:['D', 'G', 'A', 'A', 'E', 'A', 'A']:0.857142857143:[5.0, 7.0, 2.0, 6.0, 3.0, 3.0, 5.0]
['D', 'D', 'A', 'A', 'E', 'A']:['D', 'G', 'A', 'A', 'E', 'A']:0.833333333333:[3.0, 5.0, 4.0, 8.0, 3.0, 4.0]
['B', 'B', 'A', 'A', 'B', 'E', 'F']:['B', 'B', 'C', 'A', 'B', 'E', 'F']:0.857142857143:[3.0, 4.0, 5.0, 5.0, 3.0, 5.0, 3.0]
['B', 'C', 'C']:['B', 'C', 'C']:1.0:[0, 0, 0]
['F', 'E', 'B', 'C', 'C', 'B', 'G']:['F', 'E', 'B', 'C', 'C', 'B', 'G']:1.0:[4.0, 6.0, 4.0, 2.0, 2.0, 4.0, 5.0]
['A', 'A', 'A', 'D', 'E', 'B']:['A', 'B', 'A', 'D', 'E', 'B']:0.833333333333:[3.0, 9.0, 8.0, 6.0, 3.0, 3.0]
['F', 'C', 'B', 'B', 'E', 'E', 'F', 'G']:['F', 'C', 'B', 'F', 'E', 'E', 'F', 'D']:0.75:[3.0, 5.0, 6.0, 8.0, 3.0, 2.0, 6.0, 7.0]
['G', 'G', 'C', 'D', 'D', 'D']:['G', 'B', 'C', 'D', 'D', 'E']:0.666666666667:[4.0, 6.0, 4.0, 3.0, 3.0, 9.0]
['D', 'D', 'D', 'D', 'A', 'D', 'G']:['D', 'D', 'D', 'D', 'A', 'D', 'G']:1.0:[3.0, 6.0, 4.0, 8.0, 3.0, 6.0, 3.0]
['D', 'D', 'A', 'A', 'D', 'D', 'D']:['D', 'A', 'E', 'A', 'D', 'D', 'D']:0.714285714286:[5.0, 7.0, 9.0, 6.0, 3.0, 3.0, 7.0]
['B', 'E', 'E', 'A', 'G', 'A', 'A']:['B', 'E', 'E', 'A', 'G', 'A', 'A']:1.0:[6.0, 3.0, 6.0, 3.0, 4.0, 2.0, 5.0]
['D', 'A', 'C', 'E', 'A', 'B', 'E']:['D', 'A', 'B', 'E', 'A', 'B', 'E']:0.857142857143:[5.0, 4.0, 6.0, 3.0, 3.0, 4.0, 5.0]
['A', 'F', 'B', 'E', 'A', 'D', 'G', 'F']:['A', 'F', 'B', 'E', 'A', 'D', 'G', 'F']:1.0:[7.0, 4.0, 6.0, 4.0, 4.0, 5.0, 2.0, 4.0]
['G', 'G', 'A', 'A', 'D']:['G', 'G', 'A', 'A', 'D']:1.0:[0, 0, 0, 0, 0]
['A', 'E', 'A', 'A']:['A', 'E', 'A', 'A']:1.0:[0, 0, 0, 0]
['A', 'G', 'C', 'C']:['A', 'G', 'C', 'C']:1.0:[0, 0, 0, 0]
['C', 'C', 'A', 'A', 'D', 'G', 'A', 'A']:['C', 'E', 'A', 'C', 'D', 'G', 'A', 'A']:0.75:[3.0, 6.0, 4.0, 6.0, 6.0, 4.0, 6.0, 3.0]
['D', 'E', 'E', 'A']:['D', 'E', 'E', 'A']:1.0:[0, 0, 0, 0]
['A', 'A', 'A', 'A', 'D', 'D', 'B', 'B']:['A', 'B', 'A', 'A', 'D', 'D', 'B', 'B']:0.875:[3.0, 9.0, 5.0, 3.0, 3.0, 6.0, 3.0, 6.0]
['E', 'E', 'A', 'A', 'D', 'D', 'D']:['E', 'E', 'A', 'A', 'E', 'E', 'D']:0.714285714286:[6.0, 5.0, 3.0, 6.0, 7.0, 6.0, 3.0]
['G', 'G', 'G', 'G', 'C', 'C', 'A', 'A']:['G', 'A', 'G', 'G', 'C', 'C', 'A', 'A']:0.875:[3.0, 9.0, 5.0, 3.0, 3.0, 6.0, 3.0, 6.0]
['D', 'D', 'G', 'G', 'C', 'C', 'C']:['D', 'D', 'G', 'G', 'C', 'C', 'C']:1.0:[6.0, 5.0, 3.0, 6.0, 5.0, 4.0, 3.0]
['F', 'D', 'D', 'E', 'E', 'A', 'A']:['F', 'D', 'D', 'E', 'E', 'A', 'A']:1.0:[3.0, 7.0, 3.0, 3.0, 2.0, 7.0, 3.0]
['B', 'E', 'E', 'A', 'A', 'A']:['B', 'E', 'E', 'A', 'A', 'A']:1.0:[6.0, 3.0, 6.0, 5.0, 4.0, 3.0]
['F']:['F']:1.0:[3.0]
['B', 'E', 'E', 'F', 'F', 'F', 'F']:['B', 'A', 'E', 'F', 'G', 'F', 'A']:0.571428571429:[4.0, 6.0, 4.0, 2.0, 8.0, 4.0, 6.0]
['B', 'C', 'F', 'F', 'F']:['B', 'C', 'F', 'F', 'F']:1.0:[0, 0, 0, 0, 0]
['F', 'F', 'F', 'F', 'C', 'C', 'A', 'A']:['F', 'A', 'F', 'C', 'C', 'C', 'A', 'A']:0.75:[5.0, 4.0, 5.0, 5.0, 3.0, 6.0, 2.0, 8.0]
['B', 'B', 'B', 'C', 'C']:['F', 'B', 'B', 'C', 'C']:0.8:[0, 0, 0, 0, 0]
['D', 'C', 'F', 'F', 'F', 'B', 'B']:['D', 'C', 'F', 'F', 'F', 'B', 'B']:1.0:[3.0, 5.0, 3.0, 7.0, 4.0, 3.0, 6.0]
['C', 'A']:['C', 'A']:1.0:[0, 0]
['D', 'C', 'F', 'F', 'D']:['D', 'C', 'F', 'F', 'D']:1.0:[0, 0, 0, 0, 0]
['G', 'G', 'G', 'G', 'D', 'D', 'D']:['G', 'G', 'G', 'G', 'D', 'D', 'B']:0.857142857143:[3.0, 7.0, 2.0, 6.0, 3.0, 3.0, 4.0]
['F', 'F', 'F', 'F', 'C', 'C', 'F', 'F']:['F', 'G', 'F', 'B', 'C', 'C', 'F', 'C']:0.625:[5.0, 9.0, 5.0, 7.0, 4.0, 7.0, 3.0, 8.0]
['D', 'D', 'G', 'G', 'C', 'C']:['D', 'F', 'G', 'B', 'C', 'C']:0.666666666667:[5.0, 5.0, 6.0, 5.0, 3.0, 6.0]
['F', 'F', 'G', 'G', 'F', 'F', 'B', 'B', 'B']:['F', 'F', 'G', 'E', 'F', 'F', 'G', 'D', 'B']:0.666666666667:[3.0, 5.0, 3.0, 4.0, 2.0, 5.0, 6.0, 4.0, 5.0]
['F', 'F', 'C', 'C', 'F']:['F', 'F', 'C', 'C', 'F']:1.0:[0, 0, 0, 0, 0]
['G']:['G']:1.0:[3.0]
['D', 'D', 'D', 'D', 'G', 'G', 'G']:['D', 'D', 'D', 'D', 'G', 'A', 'G']:0.857142857143:[3.0, 7.0, 1.0, 4.0, 3.0, 9.0, 5.0]
['C', 'C', 'D', 'D', 'G', 'D']:['C', 'C', 'D', 'D', 'G', 'D']:1.0:[3.0, 6.0, 3.0, 4.0, 3.0, 5.0]
['E', 'E', 'D', 'E', 'E', 'A']:['E', 'C', 'D', 'E', 'E', 'A']:0.833333333333:[4.0, 5.0, 3.0, 3.0, 7.0, 6.0]
['D', 'D', 'D']:['D', 'D', 'D']:1.0:[0, 0, 0]
['G', 'D', 'G', 'E', 'E']:['D', 'D', 'G', 'E', 'E']:0.8:[0, 0, 0, 0, 0]
['G', 'A', 'A', 'D', 'B']:['G', 'A', 'A', 'B', 'B']:0.8:[0, 0, 0, 0, 0]
['C', 'F', 'G', 'G', 'D', 'D', 'D']:['C', 'F', 'G', 'G', 'D', 'D', 'D']:1.0:[6.0, 4.0, 6.0, 6.0, 7.0, 6.0, 6.0]
['E', 'E', 'E', 'E', 'B', 'G']:['E', 'G', 'E', 'A', 'B', 'G']:0.666666666667:[4.0, 8.0, 4.0, 6.0, 4.0, 3.0]
['C', 'C', 'E', 'E', 'G', 'D', 'D']:['C', 'C', 'E', 'A', 'G', 'D', 'D']:0.857142857143:[3.0, 7.0, 6.0, 6.0, 5.0, 3.0, 6.0]
['G']:['G']:1.0:[3.0]
['E']:['E']:1.0:[3.0]
['A', 'A', 'D', 'D', 'E', 'E']:['A', 'E', 'F', 'D', 'E', 'E']:0.666666666667:[3.0, 8.0, 6.0, 6.0, 3.0, 6.0]
